Timecode,Month,Day,Hour,0.46[n/ml],0.66[n/ml],0.89[n/ml],1.15[n/ml],1.45[n/ml],1.85[n/ml],2.55[n/ml],3.5[n/ml],4.5[n/ml],5.75[n/ml],7.25[n/ml],9[n/ml],11[n/ml],13[n/ml],15[n/ml],16.5[n/ml],PM1[uq/m3],PM2.5[uq/m3],PM10[uq/m3],avg_DurationSample[s],avg_Flowrate[ml/s],NumberOfSamples,LONG,LAT,tempC,windspeedKmph,precipMM,RelHumidity%,visibility_km,pressure_mb,cloudcover%,HeatIndexC,DewPointC,sigWaveHeight_m,swellHeight_m,waterTempC,totConc(0.38-100um)[n/ml]
8.288978494623656,8,8,23,0.8966286987334009,0.21449757435043668,0.25518043046807937,0.2334670961991756,0.11368968668850028,0.17111530504305697,0.12913428304300356,0.05730202225772138,0.04839231115879391,0.03489791822405947,0.0,0.0,0.0,0.0,0.0,0.0,0.17145061728395056,1.1066358024691358,9.294182098765427,3.1104000000000007,3.0947999999999998,25,-5.558698,56.210660,12,13,0.0,85,10,1025,7,12,9,0.4,0.1,14,1.4291272447167778
8.309139784946238,8,9,14,0.5178025785502265,0.2463399911158386,0.21293978507456138,0.16596514748439886,0.05488064431083436,0.07398669534956372,0.024802866168089424,0.016439647780820466,0.010488500300246737,0.004201963157187037,0.0,0.0020839715496204043,0.004130394062310711,0.0020714175041407633,0.0,0.0,0.14292139467711984,0.6064906127501547,2.903005983082319,2.967551020408164,3.276326530612245,49,-5.790805,56.152960,18,16,0.0,66,10,1022,69,18,12,0.4,0.2,14,0.9612524185347322
8.310483870967742,8,9,15,0.659114828500719,0.2701769937717621,0.2925393747411942,0.22667336294591622,0.09273523949481019,0.10158188436674653,0.052636995096039176,0.026073508584044093,0.0128820030700694,0.0039872213134207616,0.004131874341009178,0.002615958784159079,0.0,0.0,0.0,0.0,0.1823414505956552,0.8470782235459,4.720971443587943,3.0042105263157906,3.358157894736841,76,-5.827048,56.237910,18,15,0.0,67,10,1022,85,18,12,0.4,0.2,14,1.268375867104826
8.311827956989248,8,9,16,0.8306501984778819,0.29703339087724817,0.3145505602034646,0.22831591158114023,0.08435578879905653,0.10973724956509749,0.05302837121980317,0.019456367636226688,0.006342941091537187,0.003968470195729278,0.0,0.0,0.0012693928316371277,0.0,0.0,0.0,0.20276945718985362,0.8828209678815684,2.4769089256341434,3.0002597402597413,3.4109090909090907,77,-5.827048,56.237910,18,15,0.0,69,10,1021,76,18,12,0.4,0.2,14,1.320827901190794
8.313172043010754,8,9,17,0.7921785576186974,0.2597896605621642,0.2751571157033527,0.2529811109929236,0.105747165194396,0.13413834584285125,0.06704701709524588,0.03270592919871316,0.019881269518449412,0.00260994722533184,0.003923808920880948,0.0,0.0013346680013346676,0.0,0.0,0.0,0.1806862702702703,0.995019243243243,4.3007001081081055,3.003246753246754,3.311818181818183,77,-5.736307,56.324070,18,14,0.0,72,10,1021,67,18,12,0.3,0.1,14,1.3360023085259138
8.314516129032258,8,9,18,0.6861193662826429,0.261540765627602,0.23857074891229105,0.1339193710488527,0.06492140549380358,0.09215950362301817,0.04245660423026852,0.01380089676118196,0.01219048774388148,0.0013116673863348392,0.0,0.0013438555430547124,0.0,0.0,0.0,0.0,0.1624748094278454,0.6773670375887145,2.5804341540348714,3.0034210526315794,3.205131578947368,76,-5.726143,56.398330,18,6,0.0,73,10,1021,64,18,13,0.1,0.1,13,1.0246901157981343
8.315860215053764,8,9,19,0.6840060298828863,0.21102549540284699,0.18867241179019809,0.17199751549315923,0.07381001277412286,0.07207324065000394,0.02849789025666336,0.008044109116659834,0.006599366203575416,0.0014071046401808295,0.0,0.0,0.0,0.0,0.0,0.0,0.1360474993499177,0.6298236109907253,1.5120087544422287,2.9966233766233774,3.2312987012987016,77,-5.739402,56.409530,17,9,0.0,76,10,1021,65,17,13,0.1,0.1,13,0.8981746456773282
8.31720430107527,8,9,20,0.6228454782108253,0.2503375015305201,0.265675148637326,0.19019516289109942,0.08543843722272867,0.1097702793611777,0.03686061744801543,0.021439996777397552,0.00654510444951518,0.003860000478512509,0.003913557214370639,0.0,0.0,0.0,0.0,0.0,0.16748809626872135,0.8192095922430956,3.0962345251493373,3.039736842105264,3.3086842105263155,76,-5.739402,56.409530,16,12,0.0,79,10,1021,67,16,13,0.3,0.1,13,1.1415239022793844
8.33736559139785,8,10,11,0.6536232835174524,0.3083163420682378,0.31167308422059997,0.23025475964007827,0.10033655856347302,0.0936045308679983,0.03301608658757005,0.017278820547278997,0.0021313745148991603,0.0021435537978414408,0.0022873287476966597,0.0,0.0,0.0,0.0,0.002149695785800872,0.19524420436641912,0.8480328606797203,2.2938127391402205,2.9620000000000006,3.360222222222222,45,-5.661603,56.470690,17,3,0.0,68,10,1020,31,17,11,0.1,0.5,13,1.2984363397078937
8.338709677419354,8,10,12,0.7975087068248436,0.29250895470691873,0.2970006880067116,0.29222829673332756,0.10673609896957838,0.1254159221999003,0.04451075118947902,0.016729143046038474,0.0096570870067723,0.0,0.003726875670640951,0.0,0.0,0.0015648923291481846,0.0,0.0,0.19457823960880202,1.0127161194551169,2.978697170799859,3.013684210526317,3.091842105263158,76,-5.784545,56.515480,17,2,0.0,66,10,1020,27,17,11,0.1,0.5,13,1.384656949467318
